,Burn_Value,EVT_Value,freq,EVT_Name,EVT_PHYS,EVT_Fuel_N,acres
2503,58,9817,11,Northern & Central Ruderal Meadow,Exotic Herbaceous,Sh Northern & Central Ruderal Meadow & Shrubland,0.002718063
2504,59,7191,24,Recently Logged-Herb and Grass Cover,Grassland,He Recently Logged-Herb and Grass Cover,0.005930319
2505,59,7192,10,Recently Logged-Shrub Cover,Shrubland,Sh Recently Logged-Shrub Cover,0.002470966
2506,59,7193,25,Recently Logged-Tree Cover,Conifer,Tr Recently Logged-Tree Cover,0.006177415
2507,59,7195,4,Recently Burned-Herb and Grass Cover,Grassland,He Recently Burned-Herb and Grass Cover,0.000988386
2508,59,7200,3,Recently Disturbed Other-Tree Cover,Conifer,Tr Recently Disturbed-Tree Cover,0.00074129
2509,59,7238,6,Laurentian-Acadian Northern Oak Forest,Hardwood,Tr Laurentian-Acadian Northern Oak Forest,0.00148258
2510,59,7239,17,Laurentian-Acadian Northern Pine-(Oak) Forest,Conifer-Hardwood,Tr Laurentian-Acadian Northern Pine-Oak Forest,0.004200642
2511,59,7240,20,Laurentian-Acadian Hardwood Forest,Hardwood,Tr Laurentian-Acadian Hardwood Forest,0.004941932
2512,59,7241,140,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Conifer-Hardwood,Tr Laurentian-Acadian Pine-Hemlock-Hardwood Forest,0.034593526
2513,59,7296,3,Developed-Low Intensity,Developed-Low Intensity,Bau Developed-Low Intensity,0.00074129
2514,59,7301,200,Laurentian-Acadian Sub-boreal Aspen-Birch Forest,Hardwood,Tr Boreal Aspen-Birch Forest,0.049419323
2515,59,7302,794,Laurentian-Acadian Northern Hardwoods Forest,Hardwood,Tr Laurentian-Acadian Northern Hardwoods Forest,0.196194712
2516,59,7362,59,Laurentian-Acadian Northern Pine Forest,Conifer,Tr Laurentian-Acadian Northern Pine Forest,0.0145787
2517,59,7366,878,Laurentian-Acadian Pine-Hemlock Forest,Conifer,Tr Laurentian-Acadian Pine-Hemlock Forest,0.216950828
2518,59,7407,1,Laurentian Pine Barrens,Conifer,Tr Laurentian Pine Barrens,0.000247097
2519,59,7481,4611,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,Tr Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,1.139362491
2520,59,7905,14,Eastern Cool Temperate Urban Deciduous Forest,Developed,Dtd Urban Deciduous Forest,0.003459353
2521,59,7906,153,Eastern Cool Temperate Urban Evergreen Forest,Developed,Dtc Urban Evergreen Forest,0.037805782
2522,59,7907,39,Eastern Cool Temperate Urban Mixed Forest,Developed,Dtm Urban Mixed Deciduous-Evergreen Forest,0.009636768
2523,59,7908,3,Eastern Cool Temperate Urban Herbaceous,Developed,Dgr Urban Herbaceous,0.00074129
2524,59,7909,4,Eastern Cool Temperate Urban Shrubland,Developed,Dsh Urban Shrubland,0.000988386
2525,59,9056,983,Boreal-Laurentian Conifer Acidic Swamp and Treed Poor Fen,Riparian,Tr Boreal Acidic Peatland Systems,0.242895972
2526,59,9089,633,Laurentian-Acadian Sub-boreal Mesic Balsam Fir-Spruce Forest,Conifer,Tr Boreal White Spruce-Fir Forest,0.156412157
2527,59,9112,1189,Laurentian Jack Pine-Red Pine Forest,Conifer,Tr Laurentian Jack Pine-Red Pine Forest,0.293797875
2528,59,9118,1,Laurentian-Acadian Freshwater Marsh,Riparian,Sh Laurentian-Acadian Shrub-Herbaceous Wetland Systems,0.000247097
2529,59,9120,3,Laurentian-Acadian Wet Meadow,Riparian,Sh Laurentian-Acadian Shrub-Herbaceous Wetland Systems,0.00074129
2530,59,9312,1357,Northeastern North American Temperate Forest Plantation,Conifer,Tr Northeastern North American Temperate Forest Plantation,0.335310106
2531,59,9317,4,Northern & Central Ruderal Shrubland,Exotic Tree-Shrub,Sh Northern & Central Ruderal Meadow & Shrubland,0.000988386
2532,59,9620,5,Laurentian-Acadian Shrub Swamp,Riparian,Sh Laurentian-Acadian Shrub-Herbaceous Wetland Systems,0.001235483
2533,59,9817,10,Northern & Central Ruderal Meadow,Exotic Herbaceous,Sh Northern & Central Ruderal Meadow & Shrubland,0.002470966
2534,60,7191,26,Recently Logged-Herb and Grass Cover,Grassland,He Recently Logged-Herb and Grass Cover,0.006424512
2535,60,7192,23,Recently Logged-Shrub Cover,Shrubland,Sh Recently Logged-Shrub Cover,0.005683222
2536,60,7193,24,Recently Logged-Tree Cover,Conifer,Tr Recently Logged-Tree Cover,0.005930319
2537,60,7196,2,Recently Burned-Shrub Cover,Shrubland,Sh Recently Burned-Shrub Cover,0.000494193
2538,60,7200,5,Recently Disturbed Other-Tree Cover,Conifer,Tr Recently Disturbed-Tree Cover,0.001235483
2539,60,7238,3,Laurentian-Acadian Northern Oak Forest,Hardwood,Tr Laurentian-Acadian Northern Oak Forest,0.00074129
2540,60,7239,20,Laurentian-Acadian Northern Pine-(Oak) Forest,Conifer-Hardwood,Tr Laurentian-Acadian Northern Pine-Oak Forest,0.004941932
2541,60,7240,10,Laurentian-Acadian Hardwood Forest,Hardwood,Tr Laurentian-Acadian Hardwood Forest,0.002470966
2542,60,7241,125,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Conifer-Hardwood,Tr Laurentian-Acadian Pine-Hemlock-Hardwood Forest,0.030887077
2543,60,7296,4,Developed-Low Intensity,Developed-Low Intensity,Bau Developed-Low Intensity,0.000988386
2544,60,7301,187,Laurentian-Acadian Sub-boreal Aspen-Birch Forest,Hardwood,Tr Boreal Aspen-Birch Forest,0.046207067
2545,60,7302,769,Laurentian-Acadian Northern Hardwoods Forest,Hardwood,Tr Laurentian-Acadian Northern Hardwoods Forest,0.190017297
2546,60,7362,71,Laurentian-Acadian Northern Pine Forest,Conifer,Tr Laurentian-Acadian Northern Pine Forest,0.01754386
2547,60,7366,755,Laurentian-Acadian Pine-Hemlock Forest,Conifer,Tr Laurentian-Acadian Pine-Hemlock Forest,0.186557944
2548,60,7407,1,Laurentian Pine Barrens,Conifer,Tr Laurentian Pine Barrens,0.000247097
2549,60,7481,4064,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,Tr Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,1.004200642
2550,60,7905,15,Eastern Cool Temperate Urban Deciduous Forest,Developed,Dtd Urban Deciduous Forest,0.003706449
2551,60,7906,122,Eastern Cool Temperate Urban Evergreen Forest,Developed,Dtc Urban Evergreen Forest,0.030145787
2552,60,7907,31,Eastern Cool Temperate Urban Mixed Forest,Developed,Dtm Urban Mixed Deciduous-Evergreen Forest,0.007659995
2553,60,7908,4,Eastern Cool Temperate Urban Herbaceous,Developed,Dgr Urban Herbaceous,0.000988386
2554,60,7909,5,Eastern Cool Temperate Urban Shrubland,Developed,Dsh Urban Shrubland,0.001235483
2555,60,9055,3,Boreal-Laurentian Bog,Riparian,Tr Boreal Acidic Peatland Systems,0.00074129
2556,60,9056,925,Boreal-Laurentian Conifer Acidic Swamp and Treed Poor Fen,Riparian,Tr Boreal Acidic Peatland Systems,0.228564369
2557,60,9089,553,Laurentian-Acadian Sub-boreal Mesic Balsam Fir-Spruce Forest,Conifer,Tr Boreal White Spruce-Fir Forest,0.136644428
2558,60,9112,1070,Laurentian Jack Pine-Red Pine Forest,Conifer,Tr Laurentian Jack Pine-Red Pine Forest,0.264393378
2559,60,9117,1,Laurentian-Acadian Floodplain Forest,Riparian,Tr Laurentian-Acadian Floodplain Systems,0.000247097
2560,60,9118,5,Laurentian-Acadian Freshwater Marsh,Riparian,Sh Laurentian-Acadian Shrub-Herbaceous Wetland Systems,0.001235483
2561,60,9120,2,Laurentian-Acadian Wet Meadow,Riparian,Sh Laurentian-Acadian Shrub-Herbaceous Wetland Systems,0.000494193
2562,60,9312,1282,Northeastern North American Temperate Forest Plantation,Conifer,Tr Northeastern North American Temperate Forest Plantation,0.31677786
2563,60,9315,1,Northern & Central Native Ruderal Forest,Conifer-Hardwood,Tr Northern & Central Native Ruderal Forest,0.000247097
2564,60,9317,2,Northern & Central Ruderal Shrubland,Exotic Tree-Shrub,Sh Northern & Central Ruderal Meadow & Shrubland,0.000494193
2565,60,9817,8,Northern & Central Ruderal Meadow,Exotic Herbaceous,Sh Northern & Central Ruderal Meadow & Shrubland,0.001976773
2566,61,7191,18,Recently Logged-Herb and Grass Cover,Grassland,He Recently Logged-Herb and Grass Cover,0.004447739
2567,61,7192,30,Recently Logged-Shrub Cover,Shrubland,Sh Recently Logged-Shrub Cover,0.007412898
2568,61,7193,29,Recently Logged-Tree Cover,Conifer,Tr Recently Logged-Tree Cover,0.007165802
2569,61,7196,1,Recently Burned-Shrub Cover,Shrubland,Sh Recently Burned-Shrub Cover,0.000247097
2570,61,7200,2,Recently Disturbed Other-Tree Cover,Conifer,Tr Recently Disturbed-Tree Cover,0.000494193
2571,61,7238,7,Laurentian-Acadian Northern Oak Forest,Hardwood,Tr Laurentian-Acadian Northern Oak Forest,0.001729676
2572,61,7239,23,Laurentian-Acadian Northern Pine-(Oak) Forest,Conifer-Hardwood,Tr Laurentian-Acadian Northern Pine-Oak Forest,0.005683222
2573,61,7240,17,Laurentian-Acadian Hardwood Forest,Hardwood,Tr Laurentian-Acadian Hardwood Forest,0.004200642
2574,61,7241,132,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Conifer-Hardwood,Tr Laurentian-Acadian Pine-Hemlock-Hardwood Forest,0.032616753
2575,61,7242,1,Laurentian Oak Barrens,Hardwood,Tr Laurentian Oak Barrens,0.000247097
2576,61,7296,4,Developed-Low Intensity,Developed-Low Intensity,Bau Developed-Low Intensity,0.000988386
2577,61,7297,1,Developed-Medium Intensity,Developed-Medium Intensity,Bau Developed-Medium Intensity,0.000247097
2578,61,7301,178,Laurentian-Acadian Sub-boreal Aspen-Birch Forest,Hardwood,Tr Boreal Aspen-Birch Forest,0.043983197
2579,61,7302,700,Laurentian-Acadian Northern Hardwoods Forest,Hardwood,Tr Laurentian-Acadian Northern Hardwoods Forest,0.17296763
2580,61,7362,47,Laurentian-Acadian Northern Pine Forest,Conifer,Tr Laurentian-Acadian Northern Pine Forest,0.011613541
2581,61,7366,660,Laurentian-Acadian Pine-Hemlock Forest,Conifer,Tr Laurentian-Acadian Pine-Hemlock Forest,0.163083766
2582,61,7407,2,Laurentian Pine Barrens,Conifer,Tr Laurentian Pine Barrens,0.000494193
2583,61,7481,3454,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,Tr Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,0.853471707
2584,61,7905,13,Eastern Cool Temperate Urban Deciduous Forest,Developed,Dtd Urban Deciduous Forest,0.003212256
2585,61,7906,111,Eastern Cool Temperate Urban Evergreen Forest,Developed,Dtc Urban Evergreen Forest,0.027427724
2586,61,7907,31,Eastern Cool Temperate Urban Mixed Forest,Developed,Dtm Urban Mixed Deciduous-Evergreen Forest,0.007659995
2587,61,7908,4,Eastern Cool Temperate Urban Herbaceous,Developed,Dgr Urban Herbaceous,0.000988386
2588,61,7909,7,Eastern Cool Temperate Urban Shrubland,Developed,Dsh Urban Shrubland,0.001729676
2589,61,9055,3,Boreal-Laurentian Bog,Riparian,Tr Boreal Acidic Peatland Systems,0.00074129
2590,61,9056,887,Boreal-Laurentian Conifer Acidic Swamp and Treed Poor Fen,Riparian,Tr Boreal Acidic Peatland Systems,0.219174697
2591,61,9088,1,Laurentian-Acadian Sub-boreal Dry-Mesic Pine-Black Spruce Forest,Conifer,Tr Boreal Jack Pine-Black Spruce Forest,0.000247097
2592,61,9089,496,Laurentian-Acadian Sub-boreal Mesic Balsam Fir-Spruce Forest,Conifer,Tr Boreal White Spruce-Fir Forest,0.122559921
2593,61,9112,1000,Laurentian Jack Pine-Red Pine Forest,Conifer,Tr Laurentian Jack Pine-Red Pine Forest,0.247096615
2594,61,9117,1,Laurentian-Acadian Floodplain Forest,Riparian,Tr Laurentian-Acadian Floodplain Systems,0.000247097
2595,61,9118,3,Laurentian-Acadian Freshwater Marsh,Riparian,Sh Laurentian-Acadian Shrub-Herbaceous Wetland Systems,0.00074129
2596,61,9312,1081,Northeastern North American Temperate Forest Plantation,Conifer,Tr Northeastern North American Temperate Forest Plantation,0.267111441
2597,61,9315,2,Northern & Central Native Ruderal Forest,Conifer-Hardwood,Tr Northern & Central Native Ruderal Forest,0.000494193
2598,61,9317,3,Northern & Central Ruderal Shrubland,Exotic Tree-Shrub,Sh Northern & Central Ruderal Meadow & Shrubland,0.00074129
2599,61,9620,1,Laurentian-Acadian Shrub Swamp,Riparian,Sh Laurentian-Acadian Shrub-Herbaceous Wetland Systems,0.000247097
2600,61,9817,12,Northern & Central Ruderal Meadow,Exotic Herbaceous,Sh Northern & Central Ruderal Meadow & Shrubland,0.002965159
2601,62,7191,24,Recently Logged-Herb and Grass Cover,Grassland,He Recently Logged-Herb and Grass Cover,0.005930319
2602,62,7192,9,Recently Logged-Shrub Cover,Shrubland,Sh Recently Logged-Shrub Cover,0.00222387
2603,62,7193,14,Recently Logged-Tree Cover,Conifer,Tr Recently Logged-Tree Cover,0.003459353
2604,62,7200,5,Recently Disturbed Other-Tree Cover,Conifer,Tr Recently Disturbed-Tree Cover,0.001235483
2605,62,7238,11,Laurentian-Acadian Northern Oak Forest,Hardwood,Tr Laurentian-Acadian Northern Oak Forest,0.002718063
2606,62,7239,12,Laurentian-Acadian Northern Pine-(Oak) Forest,Conifer-Hardwood,Tr Laurentian-Acadian Northern Pine-Oak Forest,0.002965159
2607,62,7240,13,Laurentian-Acadian Hardwood Forest,Hardwood,Tr Laurentian-Acadian Hardwood Forest,0.003212256
2608,62,7241,126,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Conifer-Hardwood,Tr Laurentian-Acadian Pine-Hemlock-Hardwood Forest,0.031134173
2609,62,7292,1,Open Water,Open Water,Ba Open Water,0.000247097
2610,62,7296,2,Developed-Low Intensity,Developed-Low Intensity,Bau Developed-Low Intensity,0.000494193
2611,62,7301,143,Laurentian-Acadian Sub-boreal Aspen-Birch Forest,Hardwood,Tr Boreal Aspen-Birch Forest,0.035334816
2612,62,7302,732,Laurentian-Acadian Northern Hardwoods Forest,Hardwood,Tr Laurentian-Acadian Northern Hardwoods Forest,0.180874722
2613,62,7362,57,Laurentian-Acadian Northern Pine Forest,Conifer,Tr Laurentian-Acadian Northern Pine Forest,0.014084507
2614,62,7366,625,Laurentian-Acadian Pine-Hemlock Forest,Conifer,Tr Laurentian-Acadian Pine-Hemlock Forest,0.154435384
2615,62,7407,1,Laurentian Pine Barrens,Conifer,Tr Laurentian Pine Barrens,0.000247097
2616,62,7481,3111,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,Tr Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,0.768717569
2617,62,7905,5,Eastern Cool Temperate Urban Deciduous Forest,Developed,Dtd Urban Deciduous Forest,0.001235483
2618,62,7906,113,Eastern Cool Temperate Urban Evergreen Forest,Developed,Dtc Urban Evergreen Forest,0.027921917
2619,62,7907,28,Eastern Cool Temperate Urban Mixed Forest,Developed,Dtm Urban Mixed Deciduous-Evergreen Forest,0.006918705
2620,62,7908,3,Eastern Cool Temperate Urban Herbaceous,Developed,Dgr Urban Herbaceous,0.00074129
2621,62,7909,4,Eastern Cool Temperate Urban Shrubland,Developed,Dsh Urban Shrubland,0.000988386
2622,62,9056,724,Boreal-Laurentian Conifer Acidic Swamp and Treed Poor Fen,Riparian,Tr Boreal Acidic Peatland Systems,0.178897949
2623,62,9089,458,Laurentian-Acadian Sub-boreal Mesic Balsam Fir-Spruce Forest,Conifer,Tr Boreal White Spruce-Fir Forest,0.11317025
2624,62,9112,1007,Laurentian Jack Pine-Red Pine Forest,Conifer,Tr Laurentian Jack Pine-Red Pine Forest,0.248826291
2625,62,9117,1,Laurentian-Acadian Floodplain Forest,Riparian,Tr Laurentian-Acadian Floodplain Systems,0.000247097
2626,62,9118,3,Laurentian-Acadian Freshwater Marsh,Riparian,Sh Laurentian-Acadian Shrub-Herbaceous Wetland Systems,0.00074129
2627,62,9120,4,Laurentian-Acadian Wet Meadow,Riparian,Sh Laurentian-Acadian Shrub-Herbaceous Wetland Systems,0.000988386
2628,62,9312,1162,Northeastern North American Temperate Forest Plantation,Conifer,Tr Northeastern North American Temperate Forest Plantation,0.287126266
2629,62,9317,3,Northern & Central Ruderal Shrubland,Exotic Tree-Shrub,Sh Northern & Central Ruderal Meadow & Shrubland,0.00074129
2630,62,9620,1,Laurentian-Acadian Shrub Swamp,Riparian,Sh Laurentian-Acadian Shrub-Herbaceous Wetland Systems,0.000247097
2631,62,9817,6,Northern & Central Ruderal Meadow,Exotic Herbaceous,Sh Northern & Central Ruderal Meadow & Shrubland,0.00148258
2632,63,7191,30,Recently Logged-Herb and Grass Cover,Grassland,He Recently Logged-Herb and Grass Cover,0.007412898
2633,63,7192,8,Recently Logged-Shrub Cover,Shrubland,Sh Recently Logged-Shrub Cover,0.001976773
2634,63,7193,20,Recently Logged-Tree Cover,Conifer,Tr Recently Logged-Tree Cover,0.004941932
2635,63,7195,1,Recently Burned-Herb and Grass Cover,Grassland,He Recently Burned-Herb and Grass Cover,0.000247097
2636,63,7200,2,Recently Disturbed Other-Tree Cover,Conifer,Tr Recently Disturbed-Tree Cover,0.000494193
2637,63,7238,9,Laurentian-Acadian Northern Oak Forest,Hardwood,Tr Laurentian-Acadian Northern Oak Forest,0.00222387
2638,63,7239,26,Laurentian-Acadian Northern Pine-(Oak) Forest,Conifer-Hardwood,Tr Laurentian-Acadian Northern Pine-Oak Forest,0.006424512
2639,63,7240,12,Laurentian-Acadian Hardwood Forest,Hardwood,Tr Laurentian-Acadian Hardwood Forest,0.002965159
2640,63,7241,116,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Conifer-Hardwood,Tr Laurentian-Acadian Pine-Hemlock-Hardwood Forest,0.028663207
2641,63,7243,1,Laurentian Pine-Oak Barrens,Conifer-Hardwood,Tr Laurentian Pine-Oak Barrens,0.000247097
2642,63,7296,1,Developed-Low Intensity,Developed-Low Intensity,Bau Developed-Low Intensity,0.000247097
2643,63,7301,131,Laurentian-Acadian Sub-boreal Aspen-Birch Forest,Hardwood,Tr Boreal Aspen-Birch Forest,0.032369657
2644,63,7302,625,Laurentian-Acadian Northern Hardwoods Forest,Hardwood,Tr Laurentian-Acadian Northern Hardwoods Forest,0.154435384
2645,63,7362,35,Laurentian-Acadian Northern Pine Forest,Conifer,Tr Laurentian-Acadian Northern Pine Forest,0.008648382
2646,63,7366,576,Laurentian-Acadian Pine-Hemlock Forest,Conifer,Tr Laurentian-Acadian Pine-Hemlock Forest,0.14232765
2647,63,7481,2893,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,Tr Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,0.714850507
2648,63,7905,14,Eastern Cool Temperate Urban Deciduous Forest,Developed,Dtd Urban Deciduous Forest,0.003459353
2649,63,7906,135,Eastern Cool Temperate Urban Evergreen Forest,Developed,Dtc Urban Evergreen Forest,0.033358043
2650,63,7907,40,Eastern Cool Temperate Urban Mixed Forest,Developed,Dtm Urban Mixed Deciduous-Evergreen Forest,0.009883865
2651,63,7908,2,Eastern Cool Temperate Urban Herbaceous,Developed,Dgr Urban Herbaceous,0.000494193
2652,63,7909,3,Eastern Cool Temperate Urban Shrubland,Developed,Dsh Urban Shrubland,0.00074129
2653,63,9056,676,Boreal-Laurentian Conifer Acidic Swamp and Treed Poor Fen,Riparian,Tr Boreal Acidic Peatland Systems,0.167037312
2654,63,9088,1,Laurentian-Acadian Sub-boreal Dry-Mesic Pine-Black Spruce Forest,Conifer,Tr Boreal Jack Pine-Black Spruce Forest,0.000247097
2655,63,9089,402,Laurentian-Acadian Sub-boreal Mesic Balsam Fir-Spruce Forest,Conifer,Tr Boreal White Spruce-Fir Forest,0.099332839
2656,63,9112,1071,Laurentian Jack Pine-Red Pine Forest,Conifer,Tr Laurentian Jack Pine-Red Pine Forest,0.264640474
2657,63,9117,1,Laurentian-Acadian Floodplain Forest,Riparian,Tr Laurentian-Acadian Floodplain Systems,0.000247097
2658,63,9118,4,Laurentian-Acadian Freshwater Marsh,Riparian,Sh Laurentian-Acadian Shrub-Herbaceous Wetland Systems,0.000988386
2659,63,9120,2,Laurentian-Acadian Wet Meadow,Riparian,Sh Laurentian-Acadian Shrub-Herbaceous Wetland Systems,0.000494193
2660,63,9312,1220,Northeastern North American Temperate Forest Plantation,Conifer,Tr Northeastern North American Temperate Forest Plantation,0.30145787
2661,63,9315,1,Northern & Central Native Ruderal Forest,Conifer-Hardwood,Tr Northern & Central Native Ruderal Forest,0.000247097
2662,63,9317,2,Northern & Central Ruderal Shrubland,Exotic Tree-Shrub,Sh Northern & Central Ruderal Meadow & Shrubland,0.000494193
2663,63,9620,1,Laurentian-Acadian Shrub Swamp,Riparian,Sh Laurentian-Acadian Shrub-Herbaceous Wetland Systems,0.000247097
2664,63,9817,5,Northern & Central Ruderal Meadow,Exotic Herbaceous,Sh Northern & Central Ruderal Meadow & Shrubland,0.001235483
2665,64,7191,35,Recently Logged-Herb and Grass Cover,Grassland,He Recently Logged-Herb and Grass Cover,0.008648382
2666,64,7192,1,Recently Logged-Shrub Cover,Shrubland,Sh Recently Logged-Shrub Cover,0.000247097
2667,64,7193,13,Recently Logged-Tree Cover,Conifer,Tr Recently Logged-Tree Cover,0.003212256
2668,64,7195,1,Recently Burned-Herb and Grass Cover,Grassland,He Recently Burned-Herb and Grass Cover,0.000247097
2669,64,7198,1,Recently Disturbed Other-Herb and Grass Cover,Grassland,He Recently Disturbed-Herb and Grass Cover,0.000247097
2670,64,7200,5,Recently Disturbed Other-Tree Cover,Conifer,Tr Recently Disturbed-Tree Cover,0.001235483
2671,64,7238,12,Laurentian-Acadian Northern Oak Forest,Hardwood,Tr Laurentian-Acadian Northern Oak Forest,0.002965159
2672,64,7239,14,Laurentian-Acadian Northern Pine-(Oak) Forest,Conifer-Hardwood,Tr Laurentian-Acadian Northern Pine-Oak Forest,0.003459353
2673,64,7240,12,Laurentian-Acadian Hardwood Forest,Hardwood,Tr Laurentian-Acadian Hardwood Forest,0.002965159
2674,64,7241,90,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Conifer-Hardwood,Tr Laurentian-Acadian Pine-Hemlock-Hardwood Forest,0.022238695
2675,64,7296,2,Developed-Low Intensity,Developed-Low Intensity,Bau Developed-Low Intensity,0.000494193
2676,64,7297,1,Developed-Medium Intensity,Developed-Medium Intensity,Bau Developed-Medium Intensity,0.000247097
2677,64,7301,132,Laurentian-Acadian Sub-boreal Aspen-Birch Forest,Hardwood,Tr Boreal Aspen-Birch Forest,0.032616753
2678,64,7302,638,Laurentian-Acadian Northern Hardwoods Forest,Hardwood,Tr Laurentian-Acadian Northern Hardwoods Forest,0.15764764
2679,64,7362,52,Laurentian-Acadian Northern Pine Forest,Conifer,Tr Laurentian-Acadian Northern Pine Forest,0.012849024
2680,64,7366,544,Laurentian-Acadian Pine-Hemlock Forest,Conifer,Tr Laurentian-Acadian Pine-Hemlock Forest,0.134420558
2681,64,7481,2961,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,Tr Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,0.731653076
2682,64,7905,10,Eastern Cool Temperate Urban Deciduous Forest,Developed,Dtd Urban Deciduous Forest,0.002470966
2683,64,7906,133,Eastern Cool Temperate Urban Evergreen Forest,Developed,Dtc Urban Evergreen Forest,0.03286385
2684,64,7907,21,Eastern Cool Temperate Urban Mixed Forest,Developed,Dtm Urban Mixed Deciduous-Evergreen Forest,0.005189029
2685,64,7908,1,Eastern Cool Temperate Urban Herbaceous,Developed,Dgr Urban Herbaceous,0.000247097
2686,64,7909,2,Eastern Cool Temperate Urban Shrubland,Developed,Dsh Urban Shrubland,0.000494193
2687,64,7934,1,Eastern Cool Temperate Developed Ruderal Grassland,Developed,Dgr Developed Ruderal Grassland,0.000247097
2688,64,9055,1,Boreal-Laurentian Bog,Riparian,Tr Boreal Acidic Peatland Systems,0.000247097
2689,64,9056,765,Boreal-Laurentian Conifer Acidic Swamp and Treed Poor Fen,Riparian,Tr Boreal Acidic Peatland Systems,0.18902891
2690,64,9088,1,Laurentian-Acadian Sub-boreal Dry-Mesic Pine-Black Spruce Forest,Conifer,Tr Boreal Jack Pine-Black Spruce Forest,0.000247097
2691,64,9089,391,Laurentian-Acadian Sub-boreal Mesic Balsam Fir-Spruce Forest,Conifer,Tr Boreal White Spruce-Fir Forest,0.096614776
2692,64,9112,1124,Laurentian Jack Pine-Red Pine Forest,Conifer,Tr Laurentian Jack Pine-Red Pine Forest,0.277736595
2693,64,9118,6,Laurentian-Acadian Freshwater Marsh,Riparian,Sh Laurentian-Acadian Shrub-Herbaceous Wetland Systems,0.00148258
2694,64,9120,1,Laurentian-Acadian Wet Meadow,Riparian,Sh Laurentian-Acadian Shrub-Herbaceous Wetland Systems,0.000247097
2695,64,9312,1115,Northeastern North American Temperate Forest Plantation,Conifer,Tr Northeastern North American Temperate Forest Plantation,0.275512725
2696,64,9315,2,Northern & Central Native Ruderal Forest,Conifer-Hardwood,Tr Northern & Central Native Ruderal Forest,0.000494193
2697,64,9317,1,Northern & Central Ruderal Shrubland,Exotic Tree-Shrub,Sh Northern & Central Ruderal Meadow & Shrubland,0.000247097
2698,64,9817,9,Northern & Central Ruderal Meadow,Exotic Herbaceous,Sh Northern & Central Ruderal Meadow & Shrubland,0.00222387
2699,65,7191,22,Recently Logged-Herb and Grass Cover,Grassland,He Recently Logged-Herb and Grass Cover,0.005436126
2700,65,7192,5,Recently Logged-Shrub Cover,Shrubland,Sh Recently Logged-Shrub Cover,0.001235483
2701,65,7193,3,Recently Logged-Tree Cover,Conifer,Tr Recently Logged-Tree Cover,0.00074129
2702,65,7195,3,Recently Burned-Herb and Grass Cover,Grassland,He Recently Burned-Herb and Grass Cover,0.00074129
2703,65,7196,2,Recently Burned-Shrub Cover,Shrubland,Sh Recently Burned-Shrub Cover,0.000494193
2704,65,7200,3,Recently Disturbed Other-Tree Cover,Conifer,Tr Recently Disturbed-Tree Cover,0.00074129
2705,65,7238,14,Laurentian-Acadian Northern Oak Forest,Hardwood,Tr Laurentian-Acadian Northern Oak Forest,0.003459353
2706,65,7239,18,Laurentian-Acadian Northern Pine-(Oak) Forest,Conifer-Hardwood,Tr Laurentian-Acadian Northern Pine-Oak Forest,0.004447739
2707,65,7240,13,Laurentian-Acadian Hardwood Forest,Hardwood,Tr Laurentian-Acadian Hardwood Forest,0.003212256
2708,65,7241,69,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Conifer-Hardwood,Tr Laurentian-Acadian Pine-Hemlock-Hardwood Forest,0.017049666
2709,65,7296,5,Developed-Low Intensity,Developed-Low Intensity,Bau Developed-Low Intensity,0.001235483
2710,65,7297,2,Developed-Medium Intensity,Developed-Medium Intensity,Bau Developed-Medium Intensity,0.000494193
2711,65,7301,137,Laurentian-Acadian Sub-boreal Aspen-Birch Forest,Hardwood,Tr Boreal Aspen-Birch Forest,0.033852236
2712,65,7302,523,Laurentian-Acadian Northern Hardwoods Forest,Hardwood,Tr Laurentian-Acadian Northern Hardwoods Forest,0.12923153
2713,65,7362,46,Laurentian-Acadian Northern Pine Forest,Conifer,Tr Laurentian-Acadian Northern Pine Forest,0.011366444
2714,65,7366,454,Laurentian-Acadian Pine-Hemlock Forest,Conifer,Tr Laurentian-Acadian Pine-Hemlock Forest,0.112181863
2715,65,7407,1,Laurentian Pine Barrens,Conifer,Tr Laurentian Pine Barrens,0.000247097
